,vel x,vel y,vel z
100,-0.003223625866121571,-0.020080412205812637,0.005665511341424314
101,-0.0036247572970791076,-0.003634112335217949,0.003506519164779842
102,-0.007781452558071068,0.010171766529110214,-0.000974713162006903
103,-0.0052852300790682235,0.00518887450405886,-0.003043393775559556
104,-0.013329146282815688,0.01865526670266206,-0.0158268622779948
105,-0.02453605460670155,0.038000760803482525,-0.01614351907291171
106,-0.004596012734799218,-0.004886286295294239,0.007268869627419645
107,-0.013583492319633393,-0.0220391755970646,0.0001979894046100425
108,-0.022248393267764992,-0.02785075626586948,0.025306313007781134
109,0.004833730168785092,-0.019745518451869632,0.006138232089399804
110,0.010105317746324201,0.021838089371180116,0.0020190631375069205
111,-0.004009868121042337,0.0029258267422649564,0.02644560492216839
112,0.0015730425462395679,-0.00651949618378166,0.002013305575491977
113,0.00254626413207885,-0.01689832913391687,0.012163747976863253
114,0.009005251361512544,0.005531480493548407,0.0017290561322378037
115,0.017328105765227086,0.010311706767568748,-0.007926461239991137
116,0.011189678359566196,0.004272944648258169,-0.019268558246152884
117,0.015199992666233942,-0.018553415481623235,0.005925979815485125
118,0.017783889392760228,-0.02494275448555899,0.0003139189126909088
119,0.02233709641323932,-0.014502766754132356,0.06005912416980616
120,0.028245265967768548,-0.03072406817954965,0.014203664338779377
121,-0.0039449630117246535,-0.03294169480938079,0.00919251029452464
122,-0.003091960755345466,-0.008420043561902318,0.0039941670880473
123,-0.0026845338703233267,0.0008257208334647539,0.0020924810573447715
124,-0.007432476648201669,0.010904047084201752,-0.0035819132746180496
125,-0.01706448771051514,0.0235385466005057,-0.027537434857578914
126,-0.01791798048903393,0.021898266414274656,-0.009903650310603834
127,-0.021027267328677268,0.03582791879025761,-0.04905221797090294
128,-0.01043370147799564,-0.02164995780886133,0.00762243017256042
129,-0.015243722579148597,-0.027278701764619127,-0.0049770886370632955
130,-0.013988741147369118,-0.020934131325424807,0.0030779753018694324
131,-0.00031910628665102105,-0.0093590380723296,0.006628063418671313
132,0.0038208121440270605,0.00937666347890807,-0.0002238622992046975
133,-0.006509551519937503,-0.005760147219255791,0.006801376818898856
134,-0.0006945583166047562,-0.018104127233301653,0.014664615259038442
135,0.00711666988321326,-0.02084240504863283,0.008349554279224576
136,0.003405963603899286,-0.00501509435565558,0.0034086821267058365
137,0.0038326900551304997,-0.009239435523429297,-0.014236330482254264
138,0.0020163073774306503,-0.0134537821284355,0.01112874369940011
139,0.017014696964330958,0.018656542222436092,-0.0131439707511819
140,0.015625635561261123,-0.015054938701928618,0.012276175708598746
141,0.01040376301955137,-0.015954378005261803,-0.002000348654075869
142,0.017669308546161323,-0.027451693447162088,-0.0044934301948680415
143,0.008601130524570478,-0.011379231471894128,0.00512050848320373
144,0.013863036552032538,-0.021052888159868166,0.017043643370436692
145,-0.0036129786558151563,-0.027067060921511496,0.007841066476160712
146,-0.0038859752374622975,-0.007462164166334679,0.004462703615154922
147,-0.007584382784323507,0.013932652117030247,-0.0012481375254497426
148,-0.01107310495211917,0.01564268365893921,-0.005697984024061482
149,-0.01382195489036061,0.020888355393595355,-0.027387293893168754
150,-0.014328243634954075,0.01646465153723198,-0.00620183457003359
151,-0.021306488746993146,0.02831326489451026,-0.01624728183091631
152,-0.015085164613001623,-0.030014671519377322,0.017600401056170115
153,-0.016651822442886193,-0.02715664514584712,-0.00012435030725756885
154,-0.0037482570582465058,-0.006507870659715377,0.0018051398606479807
155,-0.0006208592872567798,-0.00021689327127882795,-0.0014834813636134328
156,-0.00016826500522465056,0.00020419105334445472,-0.00017138181611845577
157,0.00503885087437879,0.010464773012826382,0.005193354705725552
158,-0.012776618554236969,-0.016577173110572854,0.004921466421928446
159,0.002239859912255144,-0.007526786367946457,0.003222034302868791
160,0.0031843271598989134,-0.009135638466621318,0.0069452851437707235
161,0.010136275119707543,0.0033303474078583938,-0.0021975120765674767
162,0.021726512627674704,0.030806384474066396,-0.03543529925299366
163,0.009430434095809117,-0.01552331810306122,-0.0026383220353880625
164,0.0005584279608607293,-0.0034221880051625445,0.00023267459711397848
165,0.013180551117010329,-0.014050956028029488,0.007310161451711983
166,0.018719036248735825,-0.019191983743595774,0.012788382563929456
167,-0.003486984458452376,-0.013123235434207079,0.006227657467279506
168,-0.0006841602810088187,0.0005271784728215867,0.001270993180187436
169,-0.00399969248490619,0.014650195316449476,-0.003161132963749126
170,-0.019825037879410857,0.032154976479452854,-0.012061329521087915
171,-0.01896776944841308,0.02393963882134441,-0.007980537210172438
172,-0.01584488225896568,0.01908352922278511,-0.025706258812461316
173,-0.009398133938968527,-0.023529104124614546,0.0124286862350961
174,-0.015563222935175074,-0.02491624552397634,2.5164743522536337e-05
175,-0.017105196497520774,-0.02786293553302932,-0.001382033399111901
176,-0.004628728669823279,-0.02272638998366408,0.006510924546536075
177,0.0004022354592362824,0.001175128807833159,0.0011516291143868068
178,0.0012396703201118398,-0.008842881190476227,0.004539661910151843
179,-0.00900953868130283,-0.013231172231077993,0.015023486465533632
180,0.005363204886555155,-0.022415234374836567,0.007611633005972656
181,0.004012794851555266,-0.007996708517262906,0.004382010118523516
182,0.0038831329394037424,-0.008461820261051812,-0.014625516621011731
183,0.0039062437498396324,-0.008052752632418838,0.009604404850099373
184,0.015100185187798175,0.023807470551688838,-0.02090376766332152
185,0.023272048274231613,0.03842757170632467,-0.044651581203643056
186,0.008080895420003969,-0.010566165419973413,0.0035416132141138923
187,0.014165731512364214,-0.019739762404459238,0.0013864107793563514
188,0.019776682309575324,-0.021130756256160094,0.025140127838284426
189,-0.00011786445717337772,-0.0007309886520617859,0.0002535746897042064
190,0.012338223152090497,-0.010701070216192694,0.010727276927553434
191,-0.004323918311228716,0.00870434644447346,0.0044317763817993995
192,-0.016017427355662323,0.041163497553264705,-0.024715688626488454
193,-0.015396757822467499,0.01827299878928191,-0.007277066392074184
194,-0.013946639758711236,0.011813521287199633,-0.00537961746842297
195,-0.014427787137569361,-0.018648912165317468,0.007670383729757636
196,-0.018680391835349235,-0.02165124861307143,0.02153085527859214
197,-0.02002160216742716,-0.03540001147040109,-0.004384653634068637
198,-0.002224607247312814,0.012927288358547461,0.06040583280074027
199,-0.008934174593362498,-0.003375769438721865,0.022164600994770092
200,-0.014528052430030147,-0.019290031706247962,0.005204462196374375
201,0.004407627956724402,-0.013249254995773074,0.0074037675012201196
202,0.002526004383382598,0.00043619823340480986,0.002060572741817441
203,0.006921013347067489,0.008494520721401123,-0.0034409975208943774
204,0.004203319169602487,-0.006617467436593624,0.01023935261639726
205,0.019218219995124707,0.02222295146074101,-0.010720979190621517
206,0.005479769827833452,-0.023310026195117663,0.019646775446535918
207,0.017685808443334,-0.022198296259985845,0.023679066430449303
208,0.016781710851699966,-0.022308294923996365,0.0028272457427768252
209,0.021526712324266825,-0.02675360882594986,0.005926406157461362
210,0.026225890827165654,-0.03199589173513446,0.007609075500149158
211,-0.0008637890448550132,-0.02605254811895412,0.00681841817344311
212,0.0006432149238518384,-0.0023783390986324556,-0.024163882093097395
213,-0.003989473246513223,0.005798365128476212,-0.0015445412750629758
214,-0.013963624724874299,0.015186364721222928,-0.017897458476378705
215,-0.02598911294426263,0.03257767411980155,-0.03381688698209289
216,-0.009046056247379758,-0.015148482369146548,-0.001087629306827216
217,-0.016542889443127186,-0.02587426867246214,0.00012456556660052007
218,-0.017679445521004655,-0.028829164936152438,0.00658539042677703
219,-0.006358462372589894,-0.008915753343966472,0.0014856142149542173
220,-0.0034932652727305133,-0.012795300856222835,0.009572510156658245
221,0.0017021487341898687,-0.007189285730395599,0.0020270541666255193
222,0.001269710877124399,-0.0005535690655936163,0.0011664071028549168
223,0.005563718469281879,-0.009047749475539834,0.012454168083232072
224,0.015315561264680836,0.02489419757406436,-0.01459779733320751
225,0.01667107007937357,0.022898365820510788,-0.01900548247060527
226,0.023346223105229106,0.026945925613140024,-0.015398639734135279
227,0.00615356799662032,-0.02482324250018539,0.012678866535623834
228,0.015220887105612107,-0.02247410180105246,-0.000616857822245586
229,0.023191574045198886,-0.01851535768307544,0.05884151215812153
230,0.00037271630912640713,-0.02266435679362706,0.009352464613491016
231,-0.002257985553548071,-0.009336383078273284,0.0032950889449467093
232,-0.0018182969496507177,0.0004927650823134938,0.0014214447414737617
233,-0.01418014399476851,0.018813231382165226,-0.009094850131714037
234,-0.0173982230058423,0.019920571166091413,-0.016074605242841405
235,-0.009732920900846256,-0.016697201136430386,0.00026230579411941693
236,-0.021877255560411507,-0.03348185324101465,0.0015900963894790385
237,-0.0063016053466374705,-0.019131458097047565,0.003843297652294051
238,-0.002307489331333283,0.0017879341066768797,0.040262795226886874
239,-0.0059966076266833755,-0.004092265677879153,0.008056463275978653
240,0.00171639608884139,-0.007278340228330674,0.002066808943448798
241,0.0005333934437288754,-0.004067846491024964,0.0009134091109890968
242,0.003530289075709024,-0.015311862237391782,0.01294829313214288
243,0.018100830584664825,0.02038804944223332,-0.01016245547306003
244,0.014950439449961507,-0.01702790256515193,0.009765641952183487
245,0.01708630194451732,-0.021924734320536987,0.004167497079533639
246,0.016205175192772068,-0.022020225030834284,0.0016333775095345691
247,0.02107997882077658,-0.027528987584822615,0.0036202576100760678
248,0.027621037758540537,-0.03327411284500034,0.009530878995493902
249,-0.003305666786465636,-0.026677082964510407,0.007963432229997075
250,-0.004608090908962876,-0.013381322136518277,5.862479707104823e-05
251,-0.0034195542108365787,0.005737764811679052,-0.00044796113851929
252,-0.00490557258987222,0.005257168095111277,-0.0027465344062560584
253,-0.017714736162252824,0.026609997923501754,-0.03548026512061736
254,-0.025877478857274365,0.04119510582784584,-0.03309962790168894
255,-0.009180301626041804,-0.010218445207707117,0.008618456507382233
256,-0.01764769013745625,-0.023811675938236205,0.019153134492981946
257,-0.017895707578222404,-0.028844987380329614,-0.00127725229792865
258,-0.010585894569588849,-0.025693415506116327,-0.0030739579792141286
259,0.003638174619470236,-0.022517043827499722,0.009295126201401497
260,0.0036552694073637418,-0.02581552250088212,0.010510277160827957
261,0.005510155086917683,-0.025123503315338063,0.0071070297259939255
262,0.0023952724931380963,-0.006021444542126017,0.0027085496486089107
263,0.007391782041135335,0.009810884122336563,-0.0019073514081786105
264,0.0013695453212005733,-0.007875868073299503,0.002978711901685402
265,0.0053218466530242274,-0.00536902276595436,0.01024493509038044
266,0.019571365914171832,0.013595372295482836,-0.05390857501198535
267,0.00770748935190191,-0.0188065060357099,0.016733105000043623
268,0.011670528995633292,-0.015258222828081563,0.003684317828313844
269,0.014927127175722067,-0.0220890691394536,-0.0009188496916055222
270,0.017571824333816963,-0.02748391619884688,-0.004193501699860307
271,0.0009364791050417813,-0.03547362017166715,0.01796988583435904
272,-0.006426546335404054,-0.029097449439322857,0.012172618092070518
273,-0.0036030439502337465,-0.005475375294594414,0.003762995381529983
274,-0.004332018353788949,0.007570505720350186,0.001064163468885694
275,-0.007586296049985207,0.011364693524978063,-0.01081129424249444
276,-0.013292736151404428,0.01579735569772603,-0.005013074913396295
277,-0.013657313954524079,0.022833238325302232,-0.013076720398768938
278,-0.019288440071818264,0.03290092294872376,-0.036150602022113426
279,-0.00865267578038352,-0.012685718022114245,0.0017946484406535235
280,-0.013694696936601941,-0.023308776235698804,-0.003087649619788524
281,-0.008188759023311253,-0.010568331705593329,0.0033163141453733114
282,-0.016910978533215167,-0.020672737743407506,0.008397282038663943
283,-0.0007404144190929953,-0.0027297978427752636,-0.001471401655042847
284,-0.0024255954355931987,-0.004994943252304079,0.033225676836930604
285,0.002578125335560511,-0.006484289766767216,0.00837493371362431
286,0.00408269323235716,-0.019493410628966475,0.010221628843963753
287,0.0069805294766208704,-0.011731987423576055,0.0023371666804722253
288,0.003226761397545885,0.0049896797924133245,9.308933705770572e-05
289,0.006000361804382224,-0.0027333594334833476,0.008099821255391292
290,0.016678725890789902,0.02602293245481052,-0.039561441726210504
291,0.020200221413144114,0.012334553530640292,-0.007683646815477594
292,0.00697830245796418,-0.02429626957716371,0.015986350748179567
293,0.016507536176928347,-0.022245384388891957,0.011117477241498523
294,0.015522721257465599,-0.024383305142065426,-0.0037424032023608417
295,0.01994955332410691,-0.02877000578237455,0.013841585614585424
296,-0.0017198854525809985,-0.03215132353691307,0.011953513434574722
297,-0.0024725705173421625,-0.008450467564598075,0.0033124536829676095
298,-0.002816081284189026,0.001426871912224013,0.0021109517039752564
299,-0.006728883301824081,0.002675489824243092,-0.0035364385115232953
300,-0.018085087555859372,0.025997200760013696,-0.01056664855978632
301,-0.012420793243001192,0.013765515859185656,-0.006831744094728639
302,-0.018227941767869255,-0.023145932991447942,0.011124526606629975
303,-0.01791383834312793,-0.03173595927605148,-0.006132546026631602
304,0.0008435431829346309,-0.004140437507980539,-0.011016739190017671
305,-0.0076356817133246555,-0.008457556857620275,0.005028864614323007
306,0.0023892872578726437,-0.022852605670837994,0.01116855475396316
307,0.005046329003239745,-0.01154275402837628,0.005677392887037048
308,0.0025942132341241824,0.00019413752051218922,0.002129090667393068
309,0.011672109726449388,0.015302783913816276,-0.008354164660395309
310,0.017311206982433845,0.0275277644324293,-0.019560994071643103
311,0.020115590574082864,0.024741679037565557,-0.009966069218636839
312,0.007549316163294216,-0.011330904500824409,-7.060202335926191e-05
313,0.016442820259525294,-0.024217096999161015,-0.0008612696069307708
314,0.008106083452045125,-0.018864799907965,0.0022166892529502866
315,0.014969609525428376,-0.016124650037657215,0.02196731732089925
316,0.01967776703934311,-0.023123950870819216,0.012138582531534395
317,-0.004074821373412251,-0.026059191046144837,0.008225974780158619
318,-0.0017423396482040675,-0.0011319912381804599,0.003010428554796791
319,-0.004780709613389132,0.006451907344586276,-0.0004867280605827008
320,-0.01076727653104739,0.013149015701987649,-0.0032350031713621608
321,-0.01732352257289467,0.031173639331454978,-0.01068193457656632
322,-0.01149247981098088,-0.018465585978154547,0.004069165206170365
323,-0.010994155431975884,-0.009290611031107298,0.023020630572412625
324,0.002753964840912148,-0.00453758387840006,0.001249714250232098
325,0.00035205060631054487,0.0006253569621094905,-0.001616189016175329
326,-0.013924337276344756,-0.02103893475105167,0.0001949667361080959
327,0.0047689339856354165,-0.017635222680988775,0.006408478195497249
328,0.0035155585240151123,-0.01663061061479564,0.013785531834289669
329,0.015107779259795936,0.015991353042397988,-0.009232202616886728
330,0.01771413385429866,0.02774854988611874,-0.021152902042358097
331,0.017168706649114757,0.012995540366518963,-0.012284429483452307
332,0.008832310462887962,-0.012271030349306336,0.0010794204559672615
333,0.014659403326129146,-0.021182913733574157,-5.922670082397774e-05
334,0.02039124637488067,-0.028583275079934377,0.0010068284388610946
335,0.004726188112836207,-0.020160893034985226,0.006173552404037313
336,-0.0021925394633318836,-0.023489800453082008,0.008067063105412366
337,-0.0058326821286325235,-0.026811120975442183,0.012246323307266146
338,-0.0011737574109418995,-0.0016138867424764182,0.004681412450186304
339,-0.005288408559834867,0.01783070222744648,-0.0026196348085002347
340,-0.009789496073562453,0.019233585891868927,-0.0253649709435138
341,-0.008880126246721768,0.00950139406806793,-0.005122322950202773
342,-0.00670553615245757,0.008813126338721304,-0.006778534997328743
343,-0.010801868443263002,-0.01583242560647156,0.0016085942919110315
344,-0.022767217696830128,-0.03468418415028765,0.0006698697400309012
345,-0.0012774041045085407,-0.01871651295537822,0.006027358398889019
346,0.00044369145807832675,-0.0025314707890829215,-0.005031027556266131
347,-0.008579172756257043,-0.011412878065567032,0.004707645948394627
348,-0.0010775242974927332,-0.009466602264835335,0.010438183272232393
349,0.004745218129010036,-0.017073574797727836,0.0058397175524484805
350,0.0008470654048786798,-0.009195089171587977,0.0012194723120748374
351,0.008789070057407115,0.012823790294917044,-0.0036864534645025503
352,0.018701850754202567,0.014641904412834687,-0.009875423958975896
353,0.024387260333075613,0.02672850806342688,-0.019202892171770028
354,0.015679388394228864,-0.017917934744912545,0.008328124330332348
355,0.015046993865228132,-0.02338845683188307,0.00768775922552108
356,0.016444232967949033,-0.024271150709067716,-0.0010001987713138503
357,0.02171292805643908,-0.029425011501637136,0.0025790871125297085
358,0.002698461978590264,-0.022794454624150192,0.030537027349719983
359,-0.003611720038078971,-0.014934771137622859,0.00560135041440361
360,-0.002255985154191663,-0.002891144937986374,0.0023736248213876467
361,-0.003978626466586621,-0.00627464672992446,0.006414071872357881
362,-0.011400124860527626,0.024964737810827014,-0.008033877065286663
363,-0.017978289230364004,0.036292798104804395,-0.020446880031082564
364,-0.02237211860562673,0.04475104220879172,-0.04688162095066853
365,-0.007140922406932163,-0.010520727936265134,0.0034167145055031684
366,-0.014339007392924786,-0.022653709514557262,0.0001790680631821237
367,-0.021188153752599533,-0.03409300678836808,-0.002285357837777332
368,-0.0006392008866371584,-0.023309566976088453,0.010497473658859313
369,0.005483115684505513,0.005098705051729978,-0.002027094613528787
370,-0.005101428845357809,0.001631572169594793,0.01640712760506926
371,-0.014696345366866046,-0.021974070828246647,0.0007253294031082276
372,0.0020795945913680168,-0.005075763847985542,0.0026108667118329223
373,0.004951063509180073,0.008402268105137344,0.0016021628303462265
374,0.014767864349069114,0.015249077569304492,-0.011799277315997631
375,0.021999880961608997,0.026124371064428758,-0.01994938029788336
376,0.008599506690678932,-0.018249496923880493,0.015364342662538066
377,0.007865387778038156,-0.028770849086597855,0.015114229564662483
378,0.018924027630597678,-0.017944736396871924,0.03365908367983239
379,8.481026878642784e-05,-0.010533388934924151,0.005693827409478519
380,0.012103865218528843,-0.007952300882739132,0.022165067375209294
381,-0.003620195108024181,-0.014352964685878471,0.005747632117506923
382,-0.0002930247094503338,0.0019072109143347272,0.002535686005195225
383,-0.003080411251800857,0.003193298126671049,-0.0017076495843888241
384,-0.012823482935493659,0.01502299939979296,-0.023562809470481963
385,-0.01502933909536495,0.025234647577018977,-0.021838147047832
386,-0.010675415812576377,-0.013541382707628752,0.006770788398626517
387,-0.014718328431904314,-0.023850555884326847,-0.0012543397702112422
388,-0.01620324892191553,-0.020835233259068036,0.029742754661998726
389,0.005641344634111607,-0.02063406753582564,0.010561880079458574
390,0.006022822480245202,0.005879451473868759,-0.003674788807198414
391,-0.0056267992935368424,-0.0069720436883991795,0.003208435226124271
392,0.003981659327851425,-0.017472387094424523,0.005661888318433967
393,0.003920842160937306,-0.018293140903594282,0.0052621360435283725
394,0.00576809536773026,-0.0054114304727748445,0.003309615360617923
395,0.004526723170758626,-0.008918652988824454,0.012239257683352923
396,0.015447736396843657,0.02409288137777264,-0.01774574878785456
397,0.02195956666553473,0.02692130696482696,-0.029901228863537407
398,0.0024761909779526005,-0.023705501106486046,0.01607390796088373
399,0.010003172046875399,-0.030550297725091324,0.011811460967238643
400,0.02010119761508687,-0.028213579445374753,0.0032981089769455567
401,0.002092768405577506,-0.00414210147253978,0.0010860890294923826
402,0.008390704613355426,-0.009810299391942386,0.011696266101167935
403,0.01734883889179117,-0.016859460309743175,0.012887235747701887
404,0.002017334547879177,-0.001393556145417611,0.002382574909833641
405,-0.002930642785254448,0.005067853143233525,0.0017809326967779017
406,-0.015471111041196306,0.02305306974706362,-0.0045202975793085486
407,-0.020950779632673586,0.038640230777644356,-0.011927040561619192
408,-0.02096030121968585,0.026259874898174825,-0.01588369267064763
409,-0.009589756672404809,-0.013313502598882131,0.0062685078786952515
410,-0.015573564348910562,-0.026022265594682414,-0.0023841073519392138
411,-0.004070089172031359,-0.010909656473950608,0.001233200720501388
412,-0.005259473863751041,-0.017055647489425604,0.009349608438272382
413,0.003591273657786281,0.010174851351344577,0.00012384983502686242
414,-0.009182205452933386,-0.006099646722046123,0.012388867355685836
415,-0.005837921484905181,-0.022778421631082423,0.01798811527363621
416,0.0031798918740281873,-0.015033841510736274,0.004679266900516361
417,0.0026364210068322395,-0.004328454038058468,0.0027649575813836584
418,0.008198834594659797,0.013354019950123037,-0.0021395922062324817
419,0.016733223189505986,0.01691210692341925,-0.011772332067917817
420,0.009020299283299085,0.009691025900337928,-0.006718834062295637
421,0.021578420085955043,-0.030856321347112577,0.0011868445641931326
422,0.004857571431921449,-0.006640466891080356,0.0008218417398949338
423,0.014514866178244188,-0.012799751491512554,0.013279617270556595
424,0.020025298297239258,-0.020778903018622803,0.01273115757531704
425,-0.0026271424293009935,-0.024804542542940088,0.00693805031596505
426,-0.0016450605666228136,0.00030328478116275646,0.0032096386006310214
427,-0.0018338862034637138,0.0033510025900633737,0.00014479497829921265
428,-0.0075818973259673145,0.008073133241426004,-0.004520337752011487
429,-0.01977740692631932,0.023230431307074563,-0.007929534800810541
430,-0.00663240209075839,-0.01154018701342469,-0.0014631739515675382
431,-0.014707783906970643,-0.021420933338850288,0.002278266748221649
432,-0.007012859861294187,-0.022785503896141947,0.009091488355135326
433,0.0014444922891786258,0.01524570279817815,0.051642018533520614
434,-0.003511280105181088,0.003658986366538301,0.015255498722672005
435,-0.01381510070935839,-0.020485297507390084,0.0007945000197949331
436,-0.0002561403408279558,-0.015774164498877658,0.004182153621673405
437,0.0031905943428071843,0.01409312923365835,-0.001669442677373345
438,0.009014936695690888,0.01458429810909576,-0.00615798429782706
439,0.012962167832926676,0.014116819821609984,-0.008991961168612127
440,-0.0002597805277170626,0.0025601822338154633,-0.0034279991887178236
441,0.002491225289964501,-0.021824483028963254,0.018154561404063657
442,0.01311758374969727,-0.01841804250833693,0.0013341738929341616
443,0.016317394863547132,-0.029672412493939836,-0.004087820559587091
444,0.0011045708962604938,-0.0038970452658698505,0.0008428725238684709
